uav,sat,label,is_valid,loss
train/champaign/uav-small/uav6137.png,train/champaign/sat-small/sat3823.png,0,True,8963.504
train/chicago/uav-small/uav2511.png,train/chicago/sat-small/sat2496.png,1,True,8953.891
train/stlouis/uav-small/uav6154.png,train/stlouis/sat-small/sat2307.png,0,True,8938.373
train/austin/uav-small/uav947.png,train/austin/sat-small/sat195.png,0,True,8927.297
train/champaign/uav-small/uav6010.png,train/champaign/sat-small/sat6503.png,0,True,8922.869
train/champaign/uav-small/uav6078.png,train/champaign/sat-small/sat6108.png,0,True,8915.49
train/champaign/uav-small/uav6251.png,train/champaign/sat-small/sat7028.png,0,True,8912.54
train/stlouis/uav-small/uav6057.png,train/stlouis/sat-small/sat4885.png,0,True,8897.059
train/stlouis/uav-small/uav5752.png,train/stlouis/sat-small/sat3351.png,0,True,8878.6455
train/stlouis/uav-small/uav6009.png,train/stlouis/sat-small/sat5360.png,0,True,8869.078
train/chicago/uav-small/uav2646.png,train/chicago/sat-small/sat2386.png,0,True,8856.574
train/austin/uav-small/uav994.png,train/austin/sat-small/sat615.png,0,True,8800.785
train/atlanta/uav-small/uav1831.png,train/atlanta/sat-small/sat2034.png,0,True,8791.26
train/austin/uav-small/uav847.png,train/austin/sat-small/sat146.png,0,True,8739.328
train/springfield/uav-small/uav5407.png,train/springfield/sat-small/sat3256.png,0,True,8733.486
train/stlouis/uav-small/uav6423.png,train/stlouis/sat-small/sat6394.png,1,True,8707.223
train/chicago/uav-small/uav3065.png,train/chicago/sat-small/sat2668.png,1,True,8660.629
train/champaign/uav-small/uav6410.png,train/champaign/sat-small/sat595.png,0,True,8651.18
train/chicago/uav-small/uav2984.png,train/chicago/sat-small/sat1657.png,0,True,8643.188
train/atlanta/uav-small/uav2070.png,train/atlanta/sat-small/sat2031.png,0,True,8604.736
train/springfield/uav-small/uav5532.png,train/springfield/sat-small/sat4046.png,0,True,8596.767
train/miami/uav-small/uav1386.png,train/miami/sat-small/sat72.png,0,True,8588.076
train/stlouis/uav-small/uav6092.png,train/stlouis/sat-small/sat6115.png,1,True,8567.816
train/stlouis/uav-small/uav6101.png,train/stlouis/sat-small/sat5800.png,0,True,8539.637
train/miami/uav-small/uav1281.png,train/miami/sat-small/sat1122.png,0,True,8520.155
train/stlouis/uav-small/uav5733.png,train/stlouis/sat-small/sat6277.png,0,True,8508.621
train/stlouis/uav-small/uav6115.png,train/stlouis/sat-small/sat6119.png,1,True,8487.016
train/atlanta/uav-small/uav1669.png,train/atlanta/sat-small/sat1637.png,0,True,8484.137
train/champaign/uav-small/uav6047.png,train/champaign/sat-small/sat1618.png,0,True,8481.979
train/stlouis/uav-small/uav6115.png,train/stlouis/sat-small/sat6092.png,1,True,8475.504
train/champaign/uav-small/uav6003.png,train/champaign/sat-small/sat3215.png,0,True,8449.631
train/stlouis/uav-small/uav6083.png,train/stlouis/sat-small/sat6671.png,1,True,8441.016
train/miami/uav-small/uav1581.png,train/miami/sat-small/sat1289.png,0,True,8441.016
train/atlanta/uav-small/uav1669.png,train/atlanta/sat-small/sat1694.png,0,True,8396.572
train/springfield/uav-small/uav6534.png,train/springfield/sat-small/sat6179.png,0,True,8395.141
train/stlouis/uav-small/uav6619.png,train/stlouis/sat-small/sat6387.png,0,True,8377.97
train/chicago/uav-small/uav3068.png,train/chicago/sat-small/sat1559.png,0,True,8375.109
train/champaign/uav-small/uav6815.png,train/champaign/sat-small/sat6507.png,0,True,8346.535
train/chicago/uav-small/uav3085.png,train/chicago/sat-small/sat2821.png,0,True,8346.535
train/atlanta/uav-small/uav2043.png,train/atlanta/sat-small/sat1321.png,0,True,8340.826
train/sanfrancisco/uav-small/uav822.png,train/sanfrancisco/sat-small/sat822.png,1,True,8337.973
train/stlouis/uav-small/uav6711.png,train/stlouis/sat-small/sat6623.png,0,True,8329.414
train/stlouis/uav-small/uav5762.png,train/stlouis/sat-small/sat6900.png,0,True,8320.86
train/boston/uav-small/uav1098.png,train/boston/sat-small/sat761.png,0,True,8316.585
train/champaign/uav-small/uav6065.png,train/champaign/sat-small/sat4671.png,0,True,8296.648
train/champaign/uav-small/uav6034.png,train/champaign/sat-small/sat4110.png,0,True,8292.379
train/austin/uav-small/uav992.png,train/austin/sat-small/sat668.png,0,True,8283.844
train/boston/uav-small/uav1084.png,train/boston/sat-small/sat793.png,0,True,8224.223
train/springfield/uav-small/uav5574.png,train/springfield/sat-small/sat6111.png,0,True,8224.223
train/chicago/uav-small/uav2728.png,train/chicago/sat-small/sat2728.png,1,True,8201.566
train/atlanta/uav-small/uav1818.png,train/atlanta/sat-small/sat1763.png,0,True,8198.736
train/springfield/uav-small/uav5577.png,train/springfield/sat-small/sat4853.png,0,True,8195.907
train/stlouis/uav-small/uav6886.png,train/stlouis/sat-small/sat6890.png,0,True,8188.836
train/stlouis/uav-small/uav6440.png,train/stlouis/sat-small/sat3522.png,0,True,8186.0083
train/chicago/uav-small/uav3065.png,train/chicago/sat-small/sat3065.png,1,True,8178.9414
train/austin/uav-small/uav987.png,train/austin/sat-small/sat783.png,0,True,8169.0527
train/chicago/uav-small/uav2630.png,train/chicago/sat-small/sat2668.png,1,True,8167.6406
train/stlouis/uav-small/uav5737.png,train/stlouis/sat-small/sat329.png,0,True,8164.8164
train/champaign/uav-small/uav6199.png,train/champaign/sat-small/sat2170.png,0,True,8161.993
train/stlouis/uav-small/uav6015.png,train/stlouis/sat-small/sat6015.png,1,True,8156.3477
train/sanfrancisco/uav-small/uav718.png,train/sanfrancisco/sat-small/sat606.png,0,True,8149.2935
train/springfield/uav-small/uav6120.png,train/springfield/sat-small/sat6090.png,0,True,8146.4727
train/chicago/uav-small/uav3051.png,train/chicago/sat-small/sat2343.png,0,True,8140.8325
train/champaign/uav-small/uav6630.png,train/champaign/sat-small/sat5488.png,0,True,8133.785
train/stlouis/uav-small/uav6065.png,train/stlouis/sat-small/sat6157.png,0,True,8125.332
train/chicago/uav-small/uav2511.png,train/chicago/sat-small/sat2511.png,1,True,8111.254
train/stlouis/uav-small/uav6886.png,train/stlouis/sat-small/sat6879.png,0,True,8109.8467
train/champaign/uav-small/uav7118.png,train/champaign/sat-small/sat5123.png,0,True,8104.219
train/sanfrancisco/uav-small/uav884.png,train/sanfrancisco/sat-small/sat615.png,0,True,8092.97
train/miami/uav-small/uav1375.png,train/miami/sat-small/sat1215.png,0,True,8085.9434
train/stlouis/uav-small/uav5973.png,train/stlouis/sat-small/sat6342.png,0,True,8081.729
train/chicago/uav-small/uav3064.png,train/chicago/sat-small/sat3039.png,1,True,8077.5156
train/stlouis/uav-small/uav6180.png,train/stlouis/sat-small/sat4706.png,0,True,8062.0757
train/springfield/uav-small/uav5874.png,train/springfield/sat-small/sat2162.png,0,True,8048.0522
train/springfield/uav-small/uav5725.png,train/springfield/sat-small/sat2932.png,0,True,8032.6406
train/stlouis/uav-small/uav6405.png,train/stlouis/sat-small/sat5988.png,0,True,8017.2437
train/stlouis/uav-small/uav5626.png,train/stlouis/sat-small/sat3028.png,0,True,8014.446
train/chicago/uav-small/uav2598.png,train/chicago/sat-small/sat2108.png,0,True,8006.055
train/boston/uav-small/uav1026.png,train/boston/sat-small/sat737.png,0,True,7996.2715
train/champaign/uav-small/uav6141.png,train/champaign/sat-small/sat1245.png,0,True,7992.0806
train/boston/uav-small/uav985.png,train/boston/sat-small/sat1153.png,0,True,7978.118
train/stlouis/uav-small/uav5898.png,train/stlouis/sat-small/sat6155.png,0,True,7962.7734
train/champaign/uav-small/uav6473.png,train/champaign/sat-small/sat4626.png,0,True,7958.5913
train/chicago/uav-small/uav3107.png,train/chicago/sat-small/sat3074.png,1,True,7954.41
train/champaign/uav-small/uav6038.png,train/champaign/sat-small/sat2473.png,0,True,7951.623
train/boston/uav-small/uav1098.png,train/boston/sat-small/sat378.png,0,True,7943.2656
train/austin/uav-small/uav948.png,train/austin/sat-small/sat310.png,0,True,7943.2656
train/miami/uav-small/uav1339.png,train/miami/sat-small/sat1242.png,0,True,7936.304
train/chicago/uav-small/uav2664.png,train/chicago/sat-small/sat2664.png,1,True,7898.7656
train/champaign/uav-small/uav5885.png,train/champaign/sat-small/sat1440.png,0,True,7895.9883
train/champaign/uav-small/uav6380.png,train/champaign/sat-small/sat2756.png,0,True,7875.176
train/springfield/uav-small/uav5229.png,train/springfield/sat-small/sat4230.png,0,True,7873.789
train/springfield/uav-small/uav6098.png,train/springfield/sat-small/sat1474.png,0,True,7862.701
train/champaign/uav-small/uav6201.png,train/champaign/sat-small/sat462.png,0,True,7862.701
train/springfield/uav-small/uav6273.png,train/springfield/sat-small/sat3895.png,0,True,7847.4683
train/chicago/uav-small/uav2754.png,train/chicago/sat-small/sat1848.png,0,True,7832.25
train/springfield/uav-small/uav6391.png,train/springfield/sat-small/sat6472.png,1,True,7832.25
train/champaign/uav-small/uav6752.png,train/champaign/sat-small/sat119.png,0,True,7812.9023
train/springfield/uav-small/uav6305.png,train/springfield/sat-small/sat801.png,0,True,7805.9985
train/champaign/uav-small/uav7170.png,train/champaign/sat-small/sat5420.png,0,True,7775.657
train/champaign/uav-small/uav5950.png,train/champaign/sat-small/sat726.png,0,True,7770.147
train/springfield/uav-small/uav6227.png,train/springfield/sat-small/sat5027.png,0,True,7750.8765
train/chicago/uav-small/uav2621.png,train/chicago/sat-small/sat937.png,0,True,7712.407
train/champaign/uav-small/uav6505.png,train/champaign/sat-small/sat4767.png,0,True,7687.7275
train/sanfrancisco/uav-small/uav711.png,train/sanfrancisco/sat-small/sat767.png,0,True,7680.879
train/atlanta/uav-small/uav1791.png,train/atlanta/sat-small/sat733.png,0,True,7678.1406
train/stlouis/uav-small/uav5858.png,train/stlouis/sat-small/sat5858.png,1,True,7678.1406
train/stlouis/uav-small/uav6121.png,train/stlouis/sat-small/sat5365.png,0,True,7675.4023
train/springfield/uav-small/uav5343.png,train/springfield/sat-small/sat5367.png,0,True,7665.823
train/atlanta/uav-small/uav1932.png,train/atlanta/sat-small/sat206.png,0,True,7663.0874
train/champaign/uav-small/uav6062.png,train/champaign/sat-small/sat5472.png,0,True,7661.7197
train/champaign/uav-small/uav6538.png,train/champaign/sat-small/sat5857.png,0,True,7658.9844
train/stlouis/uav-small/uav5893.png,train/stlouis/sat-small/sat5971.png,0,True,7654.883
train/champaign/uav-small/uav6185.png,train/champaign/sat-small/sat743.png,0,True,7650.782
train/chicago/uav-small/uav2514.png,train/chicago/sat-small/sat2517.png,0,True,7645.3164
train/champaign/uav-small/uav6803.png,train/champaign/sat-small/sat417.png,0,True,7643.95
train/springfield/uav-small/uav5755.png,train/springfield/sat-small/sat1134.png,0,True,7634.3906
train/champaign/uav-small/uav6761.png,train/champaign/sat-small/sat4849.png,0,True,7627.566
train/stlouis/uav-small/uav6256.png,train/stlouis/sat-small/sat840.png,0,True,7626.201
train/boston/uav-small/uav1099.png,train/boston/sat-small/sat776.png,0,True,7626.201
train/austin/uav-small/uav984.png,train/austin/sat-small/sat756.png,0,True,7615.289
train/champaign/uav-small/uav5821.png,train/champaign/sat-small/sat2137.png,0,True,7608.473
train/sanfrancisco/uav-small/uav879.png,train/sanfrancisco/sat-small/sat844.png,0,True,7605.7476
train/springfield/uav-small/uav5776.png,train/springfield/sat-small/sat2610.png,0,True,7590.7656
train/stlouis/uav-small/uav6106.png,train/stlouis/sat-small/sat6106.png,1,True,7579.879
train/atlanta/uav-small/uav2001.png,train/atlanta/sat-small/sat1683.png,0,True,7579.879
train/stlouis/uav-small/uav6897.png,train/stlouis/sat-small/sat373.png,0,True,7577.158
train/champaign/uav-small/uav6154.png,train/champaign/sat-small/sat4724.png,0,True,7554.054
train/chicago/uav-small/uav2622.png,train/chicago/sat-small/sat1233.png,0,True,7554.054
train/atlanta/uav-small/uav1997.png,train/atlanta/sat-small/sat2032.png,0,True,7551.3384
train/stlouis/uav-small/uav5573.png,train/stlouis/sat-small/sat4083.png,0,True,7541.837
train/atlanta/uav-small/uav2025.png,train/atlanta/sat-small/sat1521.png,0,True,7532.3413
train/springfield/uav-small/uav5690.png,train/springfield/sat-small/sat4431.png,0,True,7524.207
train/champaign/uav-small/uav6782.png,train/champaign/sat-small/sat6796.png,0,True,7520.1416
train/stlouis/uav-small/uav5983.png,train/stlouis/sat-small/sat5432.png,0,True,7514.7227
train/champaign/uav-small/uav6045.png,train/champaign/sat-small/sat4635.png,0,True,7513.368
train/springfield/uav-small/uav6353.png,train/springfield/sat-small/sat3745.png,0,True,7513.368
train/sanfrancisco/uav-small/uav778.png,train/sanfrancisco/sat-small/sat827.png,0,True,7513.368
train/champaign/uav-small/uav6249.png,train/champaign/sat-small/sat551.png,0,True,7501.1836
train/stlouis/uav-small/uav6558.png,train/stlouis/sat-small/sat6383.png,0,True,7489.0093
train/champaign/uav-small/uav6349.png,train/champaign/sat-small/sat998.png,0,True,7484.953
train/champaign/uav-small/uav7067.png,train/champaign/sat-small/sat3273.png,0,True,7472.792
train/springfield/uav-small/uav6478.png,train/springfield/sat-small/sat521.png,0,True,7452.545
train/champaign/uav-small/uav6049.png,train/champaign/sat-small/sat6063.png,1,True,7449.8477
train/springfield/uav-small/uav6192.png,train/springfield/sat-small/sat4243.png,0,True,7444.454
train/champaign/uav-small/uav5846.png,train/champaign/sat-small/sat6206.png,0,True,7441.758
train/springfield/uav-small/uav5750.png,train/springfield/sat-small/sat3838.png,0,True,7430.9785
train/champaign/uav-small/uav6098.png,train/champaign/sat-small/sat6460.png,0,True,7429.632
train/miami/uav-small/uav1361.png,train/miami/sat-small/sat1359.png,0,True,7425.592
train/champaign/uav-small/uav6801.png,train/champaign/sat-small/sat4870.png,0,True,7421.553
train/atlanta/uav-small/uav1727.png,train/atlanta/sat-small/sat2068.png,0,True,7416.17
train/springfield/uav-small/uav6509.png,train/springfield/sat-small/sat1433.png,0,True,7413.479
train/chicago/uav-small/uav2851.png,train/chicago/sat-small/sat2823.png,1,True,7406.754
train/miami/uav-small/uav1349.png,train/miami/sat-small/sat1173.png,0,True,7383.911
train/stlouis/uav-small/uav5531.png,train/stlouis/sat-small/sat5532.png,0,True,7382.5684
train/austin/uav-small/uav980.png,train/austin/sat-small/sat580.png,0,True,7379.884
train/austin/uav-small/uav911.png,train/austin/sat-small/sat761.png,0,True,7378.5415
train/chicago/uav-small/uav2796.png,train/chicago/sat-small/sat2628.png,0,True,7371.832
train/champaign/uav-small/uav5974.png,train/champaign/sat-small/sat563.png,0,True,7366.467
train/champaign/uav-small/uav6346.png,train/champaign/sat-small/sat2711.png,0,True,7366.467
train/champaign/uav-small/uav6585.png,train/champaign/sat-small/sat6552.png,0,True,7361.1035
train/stlouis/uav-small/uav6333.png,train/stlouis/sat-small/sat127.png,0,True,7357.0825
train/stlouis/uav-small/uav5579.png,train/stlouis/sat-small/sat5802.png,0,True,7357.0825
train/sanfrancisco/uav-small/uav779.png,train/sanfrancisco/sat-small/sat314.png,0,True,7354.4023
train/stlouis/uav-small/uav5703.png,train/stlouis/sat-small/sat2189.png,0,True,7353.0625
train/chicago/uav-small/uav2519.png,train/chicago/sat-small/sat2036.png,0,True,7338.3315
train/stlouis/uav-small/uav6093.png,train/stlouis/sat-small/sat5389.png,0,True,7338.3315
train/atlanta/uav-small/uav1853.png,train/atlanta/sat-small/sat1834.png,0,True,7323.615
train/sanfrancisco/uav-small/uav716.png,train/sanfrancisco/sat-small/sat100.png,0,True,7322.2783
train/boston/uav-small/uav1183.png,train/boston/sat-small/sat894.png,0,True,7320.9414
train/chicago/uav-small/uav2906.png,train/chicago/sat-small/sat470.png,0,True,7311.586
train/springfield/uav-small/uav5642.png,train/springfield/sat-small/sat1.png,0,True,7306.2427
train/boston/uav-small/uav1049.png,train/boston/sat-small/sat580.png,0,True,7304.907
train/champaign/uav-small/uav5873.png,train/champaign/sat-small/sat2123.png,0,True,7282.222
train/springfield/uav-small/uav5902.png,train/springfield/sat-small/sat3811.png,0,True,7279.5557
train/boston/uav-small/uav1060.png,train/boston/sat-small/sat1038.png,0,True,7271.559
train/miami/uav-small/uav1485.png,train/miami/sat-small/sat1395.png,0,True,7271.559
train/stlouis/uav-small/uav6721.png,train/stlouis/sat-small/sat6566.png,0,True,7270.2266
train/champaign/uav-small/uav7124.png,train/champaign/sat-small/sat4374.png,0,True,7270.2266
train/champaign/uav-small/uav5740.png,train/champaign/sat-small/sat1271.png,0,True,7266.2305
train/stlouis/uav-small/uav6178.png,train/stlouis/sat-small/sat4110.png,0,True,7264.8984
train/miami/uav-small/uav1274.png,train/miami/sat-small/sat186.png,0,True,7252.9175
train/champaign/uav-small/uav5892.png,train/champaign/sat-small/sat5899.png,0,True,7252.9175
train/boston/uav-small/uav1015.png,train/boston/sat-small/sat798.png,0,True,7250.2563
train/austin/uav-small/uav899.png,train/austin/sat-small/sat307.png,0,True,7247.5957
train/springfield/uav-small/uav5503.png,train/springfield/sat-small/sat3358.png,0,True,7234.3
train/austin/uav-small/uav906.png,train/austin/sat-small/sat740.png,0,True,7221.016
train/springfield/uav-small/uav5280.png,train/springfield/sat-small/sat2110.png,0,True,7213.052
train/boston/uav-small/uav1178.png,train/boston/sat-small/sat469.png,0,True,7205.092
train/chicago/uav-small/uav2659.png,train/chicago/sat-small/sat2417.png,0,True,7197.136
train/champaign/uav-small/uav6876.png,train/champaign/sat-small/sat2906.png,0,True,7193.16
train/springfield/uav-small/uav5513.png,train/springfield/sat-small/sat464.png,0,True,7175.943
train/stlouis/uav-small/uav6198.png,train/stlouis/sat-small/sat3565.png,0,True,7175.943
train/austin/uav-small/uav923.png,train/austin/sat-small/sat107.png,0,True,7173.296
train/springfield/uav-small/uav5520.png,train/springfield/sat-small/sat6452.png,0,True,7169.326
train/atlanta/uav-small/uav1817.png,train/atlanta/sat-small/sat717.png,0,True,7166.6807
train/miami/uav-small/uav1516.png,train/miami/sat-small/sat1302.png,0,True,7160.0684
train/miami/uav-small/uav1572.png,train/miami/sat-small/sat692.png,0,True,7141.5703
train/springfield/uav-small/uav5554.png,train/springfield/sat-small/sat5587.png,1,True,7119.1406
train/atlanta/uav-small/uav1702.png,train/atlanta/sat-small/sat1725.png,0,True,7103.329
train/champaign/uav-small/uav6364.png,train/champaign/sat-small/sat6364.png,1,True,7098.0625
train/boston/uav-small/uav1055.png,train/boston/sat-small/sat60.png,0,True,7090.166
train/austin/uav-small/uav988.png,train/austin/sat-small/sat393.png,0,True,7087.535
train/austin/uav-small/uav958.png,train/austin/sat-small/sat958.png,1,True,7087.535
train/champaign/uav-small/uav7031.png,train/champaign/sat-small/sat4768.png,0,True,7083.5894
train/springfield/uav-small/uav5657.png,train/springfield/sat-small/sat1644.png,0,True,7082.2744
train/sanfrancisco/uav-small/uav834.png,train/sanfrancisco/sat-small/sat812.png,0,True,7070.445
train/chicago/uav-small/uav2592.png,train/chicago/sat-small/sat2612.png,1,True,7066.504
train/stlouis/uav-small/uav5906.png,train/stlouis/sat-small/sat2570.png,0,True,7061.251
train/chicago/uav-small/uav2748.png,train/chicago/sat-small/sat2763.png,1,True,7056.0
train/boston/uav-small/uav1024.png,train/boston/sat-small/sat764.png,0,True,7050.751
train/austin/uav-small/uav909.png,train/austin/sat-small/sat533.png,0,True,7042.881
train/austin/uav-small/uav948.png,train/austin/sat-small/sat481.png,0,True,7040.259
train/springfield/uav-small/uav5267.png,train/springfield/sat-small/sat1046.png,0,True,7035.0156
train/austin/uav-small/uav836.png,train/austin/sat-small/sat749.png,0,True,7027.1543
train/chicago/uav-small/uav2840.png,train/chicago/sat-small/sat2101.png,0,True,7027.1543
train/stlouis/uav-small/uav6328.png,train/stlouis/sat-small/sat4002.png,0,True,7024.535
train/boston/uav-small/uav1033.png,train/boston/sat-small/sat217.png,0,True,6993.1406
train/boston/uav-small/uav1135.png,train/boston/sat-small/sat701.png,0,True,6982.6914
train/champaign/uav-small/uav5960.png,train/champaign/sat-small/sat6274.png,0,True,6969.6406
train/springfield/uav-small/uav5356.png,train/springfield/sat-small/sat2651.png,0,True,6964.424
train/boston/uav-small/uav1053.png,train/boston/sat-small/sat606.png,0,True,6961.8164
train/springfield/uav-small/uav5504.png,train/springfield/sat-small/sat5498.png,0,True,6959.209
train/springfield/uav-small/uav5382.png,train/springfield/sat-small/sat5340.png,0,True,6956.6025
train/chicago/uav-small/uav3064.png,train/chicago/sat-small/sat3064.png,1,True,6951.3906
train/stlouis/uav-small/uav6744.png,train/stlouis/sat-small/sat6786.png,0,True,6946.1807
train/boston/uav-small/uav1181.png,train/boston/sat-small/sat82.png,0,True,6946.1807
train/stlouis/uav-small/uav5807.png,train/stlouis/sat-small/sat3588.png,0,True,6943.576
train/chicago/uav-small/uav3022.png,train/chicago/sat-small/sat2930.png,0,True,6922.76
train/springfield/uav-small/uav5489.png,train/springfield/sat-small/sat64.png,0,True,6917.5605
train/miami/uav-small/uav1345.png,train/miami/sat-small/sat1315.png,0,True,6917.5605
train/chicago/uav-small/uav2666.png,train/chicago/sat-small/sat1929.png,0,True,6909.7656
train/champaign/uav-small/uav6411.png,train/champaign/sat-small/sat6116.png,1,True,6909.7656
train/champaign/uav-small/uav6812.png,train/champaign/sat-small/sat6759.png,0,True,6904.5713
train/stlouis/uav-small/uav5724.png,train/stlouis/sat-small/sat417.png,0,True,6896.783
train/springfield/uav-small/uav6089.png,train/springfield/sat-small/sat5863.png,0,True,6889.0
train/champaign/uav-small/uav7141.png,train/champaign/sat-small/sat4380.png,0,True,6886.4062
train/stlouis/uav-small/uav6818.png,train/stlouis/sat-small/sat2135.png,0,True,6878.629
train/champaign/uav-small/uav6928.png,train/champaign/sat-small/sat7153.png,0,True,6878.629
train/atlanta/uav-small/uav1886.png,train/atlanta/sat-small/sat626.png,0,True,6876.037
train/champaign/uav-small/uav6790.png,train/champaign/sat-small/sat1885.png,0,True,6860.498
train/champaign/uav-small/uav6115.png,train/champaign/sat-small/sat6070.png,1,True,6857.91
train/springfield/uav-small/uav5599.png,train/springfield/sat-small/sat4965.png,0,True,6852.7354
train/champaign/uav-small/uav5757.png,train/champaign/sat-small/sat4605.png,0,True,6847.5625
train/champaign/uav-small/uav6164.png,train/champaign/sat-small/sat5019.png,0,True,6842.3916
train/stlouis/uav-small/uav6811.png,train/stlouis/sat-small/sat3976.png,0,True,6834.6387
train/atlanta/uav-small/uav2018.png,train/atlanta/sat-small/sat26.png,0,True,6824.3086
train/boston/uav-small/uav999.png,train/boston/sat-small/sat369.png,0,True,6821.7275
train/champaign/uav-small/uav5891.png,train/champaign/sat-small/sat7027.png,0,True,6813.9863
train/stlouis/uav-small/uav6141.png,train/stlouis/sat-small/sat5898.png,0,True,6811.407
train/springfield/uav-small/uav5497.png,train/springfield/sat-small/sat5518.png,0,True,6806.25
train/stlouis/uav-small/uav6823.png,train/stlouis/sat-small/sat5835.png,0,True,6803.672
train/chicago/uav-small/uav2576.png,train/chicago/sat-small/sat1811.png,0,True,6801.0947
train/atlanta/uav-small/uav1896.png,train/atlanta/sat-small/sat1306.png,0,True,6775.3477
train/stlouis/uav-small/uav6847.png,train/stlouis/sat-small/sat426.png,0,True,6775.3477
train/atlanta/uav-small/uav1783.png,train/atlanta/sat-small/sat2043.png,0,True,6739.384
train/chicago/uav-small/uav2635.png,train/chicago/sat-small/sat2042.png,0,True,6739.384
train/springfield/uav-small/uav5754.png,train/springfield/sat-small/sat5156.png,0,True,6729.126
train/chicago/uav-small/uav2693.png,train/chicago/sat-small/sat2510.png,0,True,6718.876
train/miami/uav-small/uav1523.png,train/miami/sat-small/sat1350.png,0,True,6713.754
train/austin/uav-small/uav949.png,train/austin/sat-small/sat330.png,0,True,6713.754
train/champaign/uav-small/uav6248.png,train/champaign/sat-small/sat4298.png,0,True,6711.1934
train/champaign/uav-small/uav7092.png,train/champaign/sat-small/sat7057.png,1,True,6683.0625
train/boston/uav-small/uav1151.png,train/boston/sat-small/sat682.png,0,True,6683.0625
train/atlanta/uav-small/uav2034.png,train/atlanta/sat-small/sat1296.png,0,True,6683.0625
train/springfield/uav-small/uav6475.png,train/springfield/sat-small/sat6414.png,0,True,6680.508
train/sanfrancisco/uav-small/uav784.png,train/sanfrancisco/sat-small/sat300.png,0,True,6680.508
train/sanfrancisco/uav-small/uav856.png,train/sanfrancisco/sat-small/sat49.png,0,True,6677.954
train/austin/uav-small/uav836.png,train/austin/sat-small/sat567.png,0,True,6675.4004
train/austin/uav-small/uav838.png,train/austin/sat-small/sat862.png,0,True,6675.4004
train/austin/uav-small/uav893.png,train/austin/sat-small/sat664.png,0,True,6672.8477
train/boston/uav-small/uav1196.png,train/boston/sat-small/sat1187.png,0,True,6670.295
train/champaign/uav-small/uav6994.png,train/champaign/sat-small/sat1315.png,0,True,6667.743
train/atlanta/uav-small/uav1983.png,train/atlanta/sat-small/sat1994.png,0,True,6662.6406
